Query,Brand,Attributes,Product_type
harvest gold bun,Harvest Gold,[],bun
zepto cafe snacks,Zepto Cafe,[],snacks
wellfry panipuri papad,Wellfry,[],papad
ambrane type c cable,Ambrane,[],type c cable
veg dog food,Bveg Foods,['veg'],dog food
plum rice water,Plum,['rice water'],
extra light olive oil,Oliveware,"['extra light', 'olive']",oil
oil 15 ltr,Vijaya oil,['15 ltr'],oil
gentle hand wash,The Natural Wash,['gentle'],hand wash
dairy milk chocolate silk,Dairy Milk,"['chocolate', 'silk']",
puma casual shoes,Puma,[],casual shoes
trimax gel pen,Trimeg,[],gel pen
food weighing machine,,[],weighing machine
khadi essentials face wash,Khadi Essentials,[],face wash
minimalist under eye cream,Minimalist,['under eye'],cream
sunflower oil 15l,Sunlite Organic,['15l'],sunflower oil
cetaphil oily skin cleanser,Cetaphil,['oily skin'],cleanser
funfoods pizza topping,Dr. Oetker Fun Foods,"['pizza', 'topping']",
avocado hass imported,Australian Avocado,"['avocado', 'hass', 'imported']",
20 20 biscuit,,['20 20'],biscuit
makeup setting spray,Makeup Revolution,[],setting spray
salicylic acid cleanser,Salactin,['salicylic acid'],cleanser
curry leaves cleaned,Curryit,['cleaned'],curry leaves
rose mary water,Roseday,"['rose', 'mary']",water
pooja flower mix,Hoovu,"['pooja', 'flower', 'mix']",
choco chip ice cream,Hocco Ice Creams,['choco chip'],ice cream
jack olive oil,Oliveware,[],olive oil
tomato ketchup kissan,Kissan,[],ketchup
adult diaper pants,Pepe Jeans,['adult'],diaper pants
kitkat dark chocolate,Kit-Kat,['dark'],chocolate
harvest gold brown bread,Harvest Gold,['brown'],bread
hair wax powder,Hair,[],hair wax
toy train set,Locomotive,[],train set
ice cream butter scotch,Scotch,['butter scotch'],ice cream
rajdhani fm besan,Rajdhani FM,[],besan
thin arrowroot biscuits,Bournvita Biscuits,"['thin', 'arrowroot']",biscuits
tata sampann walnut,Tata Sampann,[],walnut
kashmiri chilli whole,Kashmira,"['kashmiri', 'whole']",chilli
parachute advansed oil,Parachute,['advansed'],oil
tresemme hair conditioner,TRESemme,[],hair conditioner
10 rupees chocolate,The Belgian Chocolate,['10 rupees'],chocolate
moong dhuli dal,Dhanpat Rai,"['moong', 'dhuli']",dal
temptation pet treats,Temptation,[],pet treats
golden glow peel,Glow & Lovely,"['golden glow', 'peel']",
ching's secret chutney,Ching's Secret,[],chutney
haldiram's pudina chips,Haldiram's,['pudina'],chips
magic slate assorted,Faber-Castell,['assorted'],magic slate
loreal hair spa,L'Oreal,['hair spa'],
tetra pack coffee,Tetrafol,['tetra pack'],coffee
plush panty liners,Plush,[],panty liners
nu republic earbuds,Nu Republic,[],earbuds
dove body soaps,Dove,[],body soaps
aashirvaad toor dal,Aashirvaad,[],toor dal
medium breed treat,,"['medium', 'breed', 'treat']",
duracell ultra battery,Duracell,['ultra'],battery
maybelline vinyl ink,Maybelline,['vinyl ink'],
the man company perfumes,The Man Company,[],perfumes
zandu kesari jivan,Zandu,[],
electric heat pad,,[],heat pad
l'oreal moisture shampoo,L'Oreal,['moisture'],shampoo
milk chocolate compound,The Belgian Chocolate,"['milk', 'chocolate', 'compound']",chocolate
gemini refined oil,Gemini,['refined'],oil
drip irrigation kit,,[],irrigation kit
choclate ice cream,Hocco Ice Creams,['chocolate'],ice cream
kuch kuch namkeen,Samrat Namkeen,[],namkeen
ready to fry,Cookd,['ready to fry'],
amul ice cream cake,Amul,['ice cream'],cake
huggies diapers xl,Huggies,['xl'],diapers
mamaearth baby wash,Mamaearth,['baby wash'],
badam drink mix,Fresham,"['badam', 'drink', 'mix']",
amul gold frostik,Amul,"['gold', 'frostik']",
dove hair serum,Dove,[],hair serum
boro plus body lotion,BoroPlus,[],body lotion
aloo bhujia 1kg,Bhujialalji,['1kg'],aloo bhujia
diaper new born,Prenatal,['new born'],diaper
amul white chocolate,Amul,['white'],chocolate
milk powder for tea,Milk Shake,['for tea'],milk powder
godrej hand wash,Godrej Protekt,[],hand wash
the face shop moisturizer,The Face Shop,[],moisturizer
daily panty liner,,['daily'],panty liner
black watch box,Black Box,['black'],watch box
sugar free dark chocolate,Sugar Free,['dark'],chocolate
tok jhal misti,Tozaar,[],
mustard oil tata,Tata Simply Better,['mustard'],oil
clothes stain remover,Stain Off,[],stain remover
dry dog food,Vinod Dry Food,['dry'],dog food
10 litre water,Liquid,['10 litre'],water
karein adult diaper,Kare In,['adult'],diaper
small size diaper,,['small size'],diaper
a4 size sheets,,['a4 size'],sheets
chemist at play body lotion,Chemist at Play,[],body lotion
dish washing liquid,Fortune Dishwasher,[],dish washing liquid
ice cream sugar free,Sugar Free,['sugar free'],ice cream
mango cake jar,Mango,['mango'],cake jar
face wash vitamin c,Vitamin,['vitamin c'],face wash
open secret biscuit,Open Secret,[],biscuit
kesar pista kulfi,Klassi Kichen,"['kesar', 'pista']",kulfi
daily good figs,Daily Good,['figs'],
jk copier a4 papers,JK Paper,[],copier papers
cinthol lime soap,Cinthol,['lime'],soap
mast mattar namkeen,Haldiram's,"['mast', 'mattar']",namkeen
prasuma veg momos,Prasuma,[],momos
audio jack converter,,[],converter
unpolished chana dal,Chandan,['unpolished'],chana dal
makka ka aata,Sharmaji Ka Aata,['makka ka aata'],
ready to cook chicken,Real Good Chicken,['ready to cook'],chicken
puma sports shoes,puma,[],sports shoes
sunfeast choco fills,Sunfeast,[],
milky mist icecream,Milky Mist,[],icecream
sunpure groundnut oil,Sunpure,[],groundnut oil
myfitness protein bar,MyFitness,[],protein bar
arjun ki chaal,Arjun,[],
half litre oil,Bio Oil,['half litre'],oil
food colour powder,Color Chemistry,"['food colour', 'powder']",
doms colour kit,Doms,['colour kit'],
red chilli chips,Chips Ahoy,['red'],chips
dot n key sunscreen,Dot & Key,[],sunscreen
brown eyebrow pencil,,['brown'],eyebrow pencil
cast iron pan,Pan,['cast iron'],pan
biolage hair serum,Biolage,['hair serum'],
kinder joy blue,Kinder Joy,['blue'],
squeezy pack honey,Squeeezys,['squeezy pack'],honey
silver paper bag,Hot Delivery Bag,['silver'],paper bag
baygon cockroach killer,Baygon,[],cockroach killer
prestige tadka pan,Prestige,[],tadka pan
chocolate ice cream cone,Hocco Ice Creams,['chocolate'],ice cream cone
fargo sling bag,Fargo,[],sling bag
ganesh makai atta,Ganesh,[],makai atta
sundae ice cream,Mercelys Ice Cream,[],ice cream
teddy bear pillow,Teddyy,[],pillow
bru gold coffee,Bru,['gold'],coffee
dry fruit laddu,Shree Ganesh Dry Fruits,"['dry', 'fruit']",laddu
bovonto soft drinks,Bovonto,['soft drinks'],
gift for baby,,"['gift', 'for baby']",
t shirt women,,['women'],t shirt
exfoliating body wash,Dove,['exfoliating'],body wash
chai patti tata,Tata Tea,['chai patti'],
curd milky mist,Milky Mist,[],curd
vitamin c face serum,Vitamin,['vitamin c'],face serum
5kg wheat flour,Flours,['5kg'],wheat flour
double chocolate cake,Cake Mania,"['double', 'chocolate']",cake
gillette shaving brush,Gillette,[],shaving brush
engage pocket perfume,Engage,[],pocket perfume
raw pressery orange,Raw Pressery,[],orange
baskin robbins cup,Baskin Robbins,[],cup
peanut butter small,Nutter Butter-S,['small'],peanut butter
priya tomato pickle,Priya,[],tomato pickle
himalaya body wash,Himalaya,[],body wash
ecoright tote bag,Ecoright,[],tote bag
superyou energy bars,Superyou,[],energy bars
stay free xxl,Stayfree,['xxl'],
cadbury ice cream,Cadbury,[],ice cream
instant dry yeast,,"['instant', 'dry']",yeast
campa soft drinks,Campa,[],soft drinks
kurta for women,Kera,['for women'],kurta
mac n cheese,Macorate,[],mac n cheese
jivo mustard oil,Jivo,[],mustard oil
shirt for men,Adidas Apparel,['for men'],shirt
live lite milk,amul,[],milk
coffee powder small,Coffee Mate,['small'],coffee powder
mcaffeine body scrub,mCaffeine,[],body scrub
milky bar choo,Milkybar,[],
dry fruits mixed,Fruits,['mixed'],dry fruits
c to lightning,,[],lightning
red nail polish,Nailrox,['red'],nail polish
butterfly pea tea,MITTAL TEAS,['butterfly pea'],tea
butterscotch ice cream cone,Hocco Ice Creams,['butterscotch'],ice cream cone
fresh garlic bread,Garlic,['fresh'],garlic bread
mr white detergent,Mr. White,[],detergent
vanilla body mist,Milky Mist,['vanilla'],body mist
mavis 350 shuttlecock,,['350'],shuttlecock
jalapeno cheese dip,Jaspo,"['jalapeno', 'cheese']",dip
society leaf tea,Society,[],tea
winter cap for men,,"['winter', 'for men']",cap
mars cosmetics mirror,Mars Cosmetics,[],mirror
chukde anardana powder,,['anardana powder'],
slurrp farm noodles,Slurrp Farm,[],noodles
roasted pumpkin seeds,Roast,"['roasted', 'pumpkin']",seeds
wooden cricket bat,Bata,['wooden'],cricket bat
mtr sambar mix,MTR,[],sambar mix
black ink pen,Bluone Ink,['black'],ink pen
classic carrom board,Carrera Original,['classic'],carrom board
baby nose cleaner,Cozy Nose,[],nose cleaner
dish wash scrub,Fortune Dishwasher,[],dish wash scrub
plastic disposable glass,Glass Ideas,"['plastic', 'disposable']",glass
pooja flowers garland,Pooja deepak,"['pooja', 'flowers', 'garland']",
double burst cigarette,,[],cigarette
mee mee cleanser,Mee Mee,[],cleanser
10 rs item,Ten20,['10 rs'],
fast n up,Fast&up,[],
after shave balm,,[],after shave balm
one plus ear buds,Oneplus,[],ear buds
itc pizza pocket,ITC Master Chef Frozen,[],pizza pocket
oats 1 kg,Oatmlk,['1 kg'],oats
degradable garbage bags,,['degradable'],garbage bags
sri sri ghee,Sri Sri Tattva,[],ghee
lay's salted chips,Lay's,['salted'],chips
white gel pen,Bluone Ink,['white'],gel pen
agaro coffee maker,Agaro,[],coffee maker
bread whole wheat,Just Breads,['whole wheat'],bread
buy one get one free,,[],
mamaearth face serum,Mamaearth,['face serum'],
baby girl dress,,"['baby', 'girl']",dress
nykaa liquid lipstick,Nykaa,[],liquid lipstick
wagh bakri chai,Wagh Bakri,[],chai
adult cat food,Cataspa,['adult'],cat food
plum vitamin c serum,Plum,['vitamin c'],serum
premium white chocolate,The Belgian Chocolate,"['premium', 'white']",chocolate
north indian meal,Zepto Cafe,[],meal
refined oil rice bran,,"['refined', 'rice bran']",oil
coffee flavoured milk,amul,['coffee flavoured'],milk
type c hub,,[],hub
home decoration lights,,[],decoration lights
whole truth protein powder,The Whole Truth,[],protein powder
clayco face mask,Clayco,[],face mask
non veg pickle,,['non veg'],pickle
meiji hello panda,Play Panda,[],
long last spray,Ocean Spray,['long last'],spray
green ink pen,Bluone Ink,['green'],ink pen
diary milk chocolate,Dairy Milk,[],chocolate
wheat grass powder,,"['wheat', 'grass', 'powder']",
sanitary pad xxxl,,['xxxl'],sanitary pad
juice glass set,Glass Ideas,[],juice glass set
dark fantasy bourbon,Jameson,"['dark', 'bourbon']",fantasy
ambrane 10000mah powerbank,Ambrane,['10000mah'],powerbank
cream bell vanilla,Cream Bell,['vanilla'],cream
adukale masala groundnuts,Adukale,['masala'],groundnuts
lip balm set,Lipicure,[],lip balm set
chaptex lip balm,Lipirose,[],lip balm
vicks cough syrup,Vicks,[],cough syrup
haripoter kinder joy,Kinder Joy 2024,[],
clear nail polish,Nailrox,['clear'],nail polish
clay for kids,Clay Craft,['for kids'],clay
sweet banana chips,Chips Ahoy,['sweet'],banana chips
four line notebook,,['four line'],notebook
digitek ring light,Digitek,[],ring light
no onion no garlic ketchup,Garlic,"['no onion', 'no garlic']",ketchup
no dust broom,,['no dust'],broom
funskool scotland yard,Funskool,[],scotland yard
dairy milk 10rs,Dairy Milk,['10rs'],
gunsberg ginger ale,Gunsberg,[],ginger ale
ethiglow face wash,The Natural Wash,[],face wash
kotex period panties,Kotex,['period'],panties
gamepad for kids,Fabpad,['for kids'],gamepad
milk low fat,Dairy Milk,['low fat'],milk
bournvita biscuits cookies,Bournvita Biscuits,[],cookies
kinder joy of harry potter,Joyology Beauty,[],
dry fruits ice cream,Fruit Treat,['dry fruits'],ice cream
lux international soap,Lux,[],soap
orange cream biscuit,Cream Bell,"['orange', 'cream']",biscuit
plant protein powder,Green Protein,['plant'],protein powder
chicken cheese sausage,Simply Cheese,"['chicken', 'cheese']",sausage
face mask brush,The Face Shop,[],face mask brush
spicy cheesy maggi,Maggi,"['spicy', 'cheesy']",maggi
english tea cake,Britannia Cakes,[],cake
red velvet ice cream,Hocco Ice Creams,"['red', 'velvet']",ice cream
tops mixed pickle,Tops,['mixed'],pickle
keo karpin oil,Karpin,[],oil
pizza chilli flakes,Chillfill,"['pizza', 'chilli flakes']",
mustard seeds small,,['small'],mustard seeds
rin top load,Rin,[],top load
chocobar ice cream,Hocco Ice Creams,['chocobar'],ice cream
screen cleaning kit,Clean & Clear,[],cleaning kit
punjab sind lassi,Punjab Sind,[],lassi
zepto cafe tea,Zepto Cafe,[],tea
luvlap feeding bottle,LuvLap,[],feeding bottle
oreo milk shake,Milk Shake,[],milk shake
paul and mike,Paul And Mike,[],
south indian breakfast,Healthy India,[],breakfast
pampers all round protection,Pampers,['all round protection'],
balaji chana dal,Balaji,[],chana dal
water can dispenser,,[],dispenser
adivasi hair oil,Saloni,[],hair oil
namyaa hair removal cream,Namyaa,[],hair removal cream
dry green peas,Green Protein,"['dry', 'green']",peas
society chai patti,Society,[],chai patti
kurkure chataka chips,Kurkure,[],chips
catch turmeric powder,Catch,[],turmeric powder
anveshan groundnut oil,Anveshan,[],oil
pran potato crackers,Pran,[],potato crackers
realme buds t300,Realme,[],buds
usb to usb,,[],usb
buddha key chain,,[],key chain
garnier hair color black,Garnier,['black'],hair color
maxo mosquito repellent,Maxo,[],mosquito repellent
spoo baby shampoo,,[],baby shampoo
haldiram's phalhari chiwda,Haldiram's,['phalhari'],chidwa
pancha deepam oil,Panchamrit,['pancha'],oil
nestle dairy whitener,Nestle,[],dairy whitener
brooke bond dust tea,Brooke Bond,['dust'],tea
mamaearth baby powder,Mamaearth,[],baby powder
rosemary hair spray,Herbal Essence,['rosemary'],hair spray
boldfit hand grip,Boldfit,['hand grip'],
puramate bread crumbs,Puramate,[],bread crumbs
mobile stand for bike,,['for bike'],mobile stand
origami toilet roll,Origami,[],toilet roll
amul cup dahi,Amul,[],dahi
cooking olive oil,Oliveware,['cooking'],olive oil
roll on nivea,Nivea,[],roll on
whole wheat roti,Rotin,['whole wheat'],roti
ecoright sling bag,Ecoright,[],sling bag
frozen spring rolls,Chillzy Freeze Pops,['frozen'],spring rolls
women hair clips,Hairbless,['women'],hair clips
foam body wash,The Natural Wash,[],body wash
crax corn rings,Crax,[],corn rings
dove anti dandruff,Dove,['anti dandruff'],
loreal hair colour black,L'Oreal,['black'],hair colour
sebamed anti dandruff,Sebamed,['anti dandruff'],
kali urad pulses,Pulses,"['kali', 'urad']",pulses
tea tree shampoo,Teafit,['tea tree'],shampoo
lal sweets milk cake,Lal Sweets,[],milk cake
oneplus nord buds,Oneplus,[],buds
infant formula food,Nestle Nutrition,"['infant', 'formula', 'food']",
stayfree secure xl,Stayfree,"['secure', 'xl']",
winston blackhead remover,Winston,['blackhead remover'],
egg fried rice,Cuppa Rice,[],fried rice
daily good chickpeas,Daily Good,[],chickpeas
honeywell air purifier,honeywell,[],air purifier
wooden carrom board,Polycarb,['wooden'],carrom board
acnestar face wash,Acnestar,[],face wash
rapid relief toothpaste,,['rapid relief'],toothpaste
chupa chups gums,Chupa Chups,[],gums
freshwrapp aluminium foil,Freshwrapp,[],aluminium foil
thai curry green,Real Thai,['green'],curry
stayfree extra large,Stayfree,['extra large'],
nasher miles cabin,Nasher Miles,[],cabin
zoff garam masala,ZOFF,[],garam masala
freedom rice oil,Freedom,[],rice oil
surf excel 500gm,Surf Excel,['500gm'],
5 kg oil,Bio Oil,['5 kg'],oil
international business game,Hasbro Gaming,"['international', 'business']",game
veg pizza bao,Veba,['veg'],pizza bao
dove shampoo sachet,Dove,['sachet'],shampoo
international travel adapter,,[],travel adapter
grain zero cat food,,['grain zero'],cat food
hot spicy noodles,Peppy Pasta,"['hot', 'spicy']",noodles
3m sticky notes,3M,[],sticky notes
organic india tea,Organic India,[],tea
veg fried rice,Cuppa Rice,['veg'],fried rice
t shirt for women,Adidas Apparel,['for women'],t shirt
johnson baby lotion,Johnson's Baby,[],lotion
portronics writing pad,Portronics,[],writing pad
desi ghee jar,Jarmelo,[],ghee
indimix bhatura mix,Indimix,[],bhatura mix
gift pack chocolates,Darkins Chocolates,['gift pack'],chocolates
hair spray bottle,Ocean Spray,[],hair spray
ice cream biscuit,Arun Ice Creams,[],biscuit
insight lip gloss,Insight Cosmetics,[],lip gloss
johnson baby powder,Johnson's Baby,[],powder
cetaphil gentle skin cleanser,Cetaphil,"['gentle', 'skin', 'cleanser']",
nescafe coffee premix,Nescafe,"['coffee', 'premix']",
brightening lip balm,,['brightening'],lip balm
multigrain atta 5kg,ATTABIX,"['multigrain', '5kg']",atta
gala mop refill,Gala,"['mop', 'refill']",
evereve disposable panties,Evereve,['disposable'],panties
cheese 1 kg,Simply Cheese,['1 kg'],cheese
biryani basmati rice,Masoori rice,"['biryani', 'basmati']",rice
harpic rim cleaner,Harpic,[],rim cleaner
custard apple ice cream,Hocco Ice Creams,['custard apple'],ice cream
loreal paris serum,L'Oreal,"['paris', 'serum']",
chicken malai tikka,Bakkii Cookii,[],chicken malai tikka
colgate baby toothpaste,Colgate,[],toothpaste
mamaearth face mask,Mamaearth,[],face mask
water bottle 500 ml,,['500 ml'],water bottle
kitkat chunky chocolates,Kit-Kat,['chunky'],chocolates
red party cups,Red,['red'],party cups
under arm roll on,Rollick,['under arm'],roll on
hot water flask,,[],flask
stick on bra,,[],bra
i phone cable,Nokia,[],cable
pulav basmati rice,Masoori rice,"['pulav', 'basmati']",rice
bike face mask,Suraksha Mask,[],face mask
dove anti dandruff shampoo,Dove,['anti dandruff'],shampoo
body wash small,The Natural Wash,['small'],body wash
kinder joy boys,Kinder Joy,['boys'],
sumeru grated coconut,Sumeru,[],grated coconut
harry potter kiderjoy,Kidrich,[],
multi protein bread,Just Breads,['multi'],bread
baby pants diapers,Pepe Jeans,['baby'],pants diapers
vitamin e cream,Vitamin,['vitamin e'],cream
ultra soft toothbrush,Flossy Cosmetics,['ultra soft'],toothbrush
