"query","brand","attributes","product_type"
"baby panda night lamp","pan","['baby', 'panda']","night lamp"
"baby liquid detergent","gen","['baby']","liquid detergent"
"omega 3 fish oil","meg","['omega 3']","fish oil"
"digital air fryer","air","[]","air fryer"
"english oven pizza base","english oven","[]","pizza base"
"iphone 16 plus cover","one","[]","cover"
"mamaearth rice facewash","ace","['rice']","facewash"
"hershey hot chocolate",,"[]","hot chocolate"
"hand wash liquid","liquid","[]","hand wash liquid"
"pentonic black pen","nic","['black']","pen"
"hk vitals glutathione","glutat","[]","glutathione"
"sprout green chana","pro","['sprout', 'green']","chana"
"rings for men","rin","['for men']","rings"
"little diaper m","lit","['little', 'm']","diaper"
"honey 1 kg","one","['1 kg']","honey"
"one plus nord","nor","[]","nord"
"blue heaven foundation","blue heaven","[]","foundation"
"amul curd and amul paneer","amul","['curd', 'paneer']",
"sunflower oil 15 ltr","flo","['15 ltr']","oil"
"nude lip gloss",,"['nude']","lip gloss"
"scotch brite pocha","brite","[]","pocha"
"thumbs up can",,"[]","can"
"sunflower oil 15 kg","flo","['15 kg']","sunflower oil"
"daily good sabja","daily","[]","sabja"
"silicone cake mould","icon","['silicone']","cake mould"
"slice mango drink","ice","[]","mango drink"
"levi's x diljit t-shirts","levi's","['x diljit']","t-shirts"
"cheddar cheese powder",,"[]","cheese powder"
"herbal dishwashing liquid","liquid","['herbal']","dishwashing liquid"
"mr beast feastables","mr beast feastables","[]",
"havells electric kettle","ect","[]","electric kettle"
"french fries 1kg",,"['1kg']","french fries"
"mini ice cream","ice","['mini']","ice cream"
"journo by drawguud","drawguud","[]",
"rubans jewellery set","elle","[]","jewellery set"
"kojic acid face wash","ace","['kojic acid']","face wash"
"raja rani rice","ice","[]","rice"
"lifelong shoe rack","lifelong","[]","shoe rack"
"type c to lighting",,"[]","cable"
"vitamin c serum garnier","garnier","['vitamin c']","serum"
"water bottle glass","gla","['glass']","water bottle"
"mcaffeine face scrub","ace","['face scrub']",
"lunch box milton","lunch","[]","lunch box"
"lego toy car","lego","[]","toy car"
"bajji bonda powder","bon","[]","bonda powder"
"baby bottle gourd",,"[]","bottle gourd"
"malboro filter black",,"['filter', 'black']",
"havmor icecream cake","havmor","[]","icecream cake"
"ambrane iphone cable","ambrane","[]","cable"
"plaster of paris","pari","[]","plaster"
"amul shrikhand kesar","amul","['kesar']","shrikhand"
"chips 10 rupees",,"['10 rupees']","chips"
"transparent cover roll",,"['transparent']","cover roll"
"pond's bright miracle","miracle","['bright miracle']",
"renee hair color powder","air","['hair color', 'powder']",
"wagh bakri green tea",,"[]","green tea"
"cold relief roll-on",,"['cold relief']","roll-on"
"fish curry cut",,"['curry', 'cut']","fish"
"chilli garlic nuggets","garlic","['chilli', 'garlic']","nuggets"
"signature pan masala","asal","[]","pan masala"
"swiss beauty makeup fixer","swiss beauty","[]","makeup fixer"
"manual breast pump","nua","[]","breast pump"
"o3+ face pack","ace","[]","face pack"
"khatta meetha poha",,"['khatta', 'meetha']","poha"
"surf excel powder front load","surf excel","['front load']","powder"
"white board duster","hit","['white']","board duster"
"harry potter  kinderjoy","joy","[]",
"gel pen blue",,"['gel', 'blue']","pen"
"ready to eat chapati",,"['ready to eat']","chapati"
"milk powder sachet",,"['sachet']","milk powder"
"kolam rice 1 kg","ice","['1 kg']","rice"
"happilo brazil nut","happi","[]","brazil nut"
"zepto gift bag",,"[]","gift bag"
"southern gun powder",,"['southern', 'gun powder']",
"kinder shared pack","kinder","[]",
"old spice perfumes","ice","[]","perfumes"
"tata sampann moong","moon","[]","moong"
"zepto cafe poha",,"[]","poha"
"amul milk shake","amul","[]","milk shake"
"real thai curry","real thai","[]","curry"
"0 watt bulb",,"['0 watt']","bulb"
"harry potter kinda joy","joy","['harry potter']",
"lipton lemon tea","lipton","['lemon']","tea"
"britannia orange biscuits","britannia","['orange']","biscuits"
"wish care lip balm",,"[]","lip balm"
"vijaya sunflower oil","flo","[]","sunflower oil"
"logitech wireless mouse","logitech","['wireless']","mouse"
"water 20 litre","lit","['20 litre']","water"
"moong dal yellow","moon","['yellow']","moong dal"
"under eye serum","eye","[]","serum"
"lacto calamine face sunscreen","ace","['face', 'sunscreen']",
"mamaearth matte lipstick","arth","['matte']","lipstick"
"black nail paint",,"['black']","nail paint"
"sugar pop foundation","sugar pop","[]","foundation"
"no maida biscuit",,"['no maida']","biscuit"
"vicks roll-on inhaler","vicks","[]","inhaler"
"catch sambhar masala","asal","[]","sambhar masala"
"toothbrush ultra soft","bru","['ultra soft']","toothbrush"
"honey lemon tea","one","['honey', 'lemon']","tea"
"3 in 1 coffee",,"['3 in 1']","coffee"
"stir fry sauce",,"[]","sauce"
"vlcc face sunscreen","ace","[]","sunscreen"
"tex mex nachos",,"[]","nachos"
"maggi coconut milk powder","cocon","['coconut', 'milk', 'powder']",
"nail polish set",,"[]","nail polish set"
"birthday gift card",,"['birthday', 'gift']","card"
"birthday gift for girl",,"['birthday gift', 'for girl']",
"hair removal for women","air","['for women']","hair removal"
"campa lemon can","campa","['lemon']","can"
"hair styling spray","air","[]","hair styling spray"
"milk amul taaza","amul","['taaza']","milk"
"teeth whitening strips","hit","[]","teeth whitening strips"
"silicone ear plugs","icon","['silicone']","ear plugs"
"re'equil face creams","ace","[]","face creams"
"stroom protein bar","pro","[]","protein bar"
"munchies gift box","munch","[]","gift box"
"dabur red gel","dabur","['red', 'gel']",
"nuts ice cream","ice","['nuts']","ice cream"
"dabur organic honey","dabur","['organic']","honey"
"real juice cranberry","ice","['cranberry']","juice"
"boat airdopes 141","air","['141']","airdopes"
"horse gram sprouts","ors","['horse gram']","sprouts"
"fresh orange juice","fresh","['fresh', 'orange']","juice"
"body roll on",,"[]","roll on"
"farmley trail mix","farm","[]","trail mix"
"kinder joy boy","joy","['boy']",
"boat rockerz 550",,"[]","rockerz 550"
"hair oil small","air","['small']","hair oil"
"oil 15 liter","lit","['15 liter']","oil"
"upf brown eggs","bro","['brown']","eggs"
"mdh kashmiri mirch","mdh","['kashmiri']","mirch"
"parle fab bourbon","bon","['fab', 'bourbon']",
"gwalia gujarati chawana","ara","[]","chawana"
"aachi mutton masala","aachi","[]","mutton masala"
"boroplus face cream","ace","[]","face cream"
"classic veg burger","classic","['classic', 'veg']","burger"
"sugar free sugar","sugar","['sugar free']","sugar"
"mood masala noodles","asal","['mood', 'masala']","noodles"
"vimal pan masala","asal","[]","pan masala"
"nan pro 1","pro","[]",
"cavins strawberry milkshake","avi","['strawberry']","milkshake"
"dairy milk dessert","air","['dessert']",
"bajaj water heater rod","bajaj","[]","water heater rod"
"frooti mango drink","frooti","['mango']","drink"
"pain relief medicine",,"['pain relief']","medicine"
"nail art kit",,"[]","nail art kit"
"britannia pizza bread","britannia","[]","pizza bread"
"gluten free oats",,"['gluten free']","oats"
"apple iphone 16","apple","['16']","iphone"
"derma co lip balm",,"[]","lip balm"
"sotrue strobe cream","sotrue","['strobe cream']",
"red ball pen","red","['red']","ball pen"
"tulips cotton ear buds","tulips","['cotton']","ear buds"
"cassatta ice cream","ice","[]","ice cream"
"olay face cream","ace","[]","face cream"
"bhujia 1 kg",,"['1 kg']","bhujia"
"ice cream black current","current","['black current']","ice cream"
"period panty xl","ant","['xl']","period panty"
"garam masala khada","ara","['garam', 'khada']","masala"
"daily good gond","daily","[]","gond"
"surf excel matic powder","surf excel","['matic']","powder"
"doms exam kit","dom","['exam kit']",
"good day choco","good day","['good day', 'choco']",
"karachi bakery cookies","ara","[]","cookies"
"vada kolam rice","ice","['vada']","rice"
"paras cow ghee","ara","[]","ghee"
"haldiram nimbu masala","asal","['nimbu', 'masala']",
"sugar pop eyeliner","eye","[]","eyeliner"
"face wash women","ace","['women']","face wash"
"hard luggage bag",,"[]","luggage bag"
"charliee sev puri","charliee","[]","sev puri"
"body wash nivea","nivea","[]","body wash"
"parker key chain","ark","[]","key chain"
"iphone 14 case","one","[]","case"
"myfitness peanut butter","myfitness","[]","peanut butter"
"cricket bat grip",,"[]","cricket bat grip"
"buldak cup noodles",,"[]","cup noodles"
"boat aavante soundbar","aava","['aavante']","soundbar"
"facial hair remover","air","[]","facial hair remover"
"britannia oats biscuit","britannia","[]","biscuit"
"carrom coin stricker","rro","['carrom', 'coin', 'stricker']",
"loreal professional shampoo","oreal","[]","shampoo"
"aloo pyaz paratha","ara","['aloo', 'pyaz']","paratha"
"dark chocolate cake","ark","['dark']","cake"
"double bed comforter","com","['double bed']","comforter"
"shoe for men",,"['for men']","shoe"
"itc green peas",,"['green']","peas"
"air fryer liners","air","[]","fryer liners"
"ujala fabric whitener","hit","['fabric whitener']",
"corn cheese toast","cor","[]","toast"
"1 kg aata",,"['1 kg']","aata"
"insta hair colour","air","['insta']","hair colour"
"dabur gulab jal","dabur","['gulab jal']",
"clear hair oil","air","['clear']","hair oil"
"get well soon",,"[]",
"maybelline compact powder","bell","[]","compact powder"
"vega lice comb","com","[]","lice comb"
"godrej number 1","godrej","[]",
"palm jaggery powder",,"['palm', 'jaggery', 'powder']",
"frozen aloo tikki",,"['frozen']","aloo tikki"
"modern milk bread","modern","[]","milk bread"
"iphone 15 back cover","one","[]","back cover"
"embassy chakla belan","elan","[]","chakla belan"
"tong garden peanuts","arden","[]","peanuts"
"bamboo underwear man",,"['bamboo', 'man']","underwear"
"sakthi garam masala","ara","[]","garam masala"
"gemini rice bran oil","gemini","[]","rice bran oil"
"cat litter sand","lit","[]","litter sand"
"car tyre inflator","tor","[]","tyre inflator"
"tissues & disposables",,"[]","tissues"
"3-in-1 usb cable",,"['3-in-1']","usb cable"
"britannia fruit bun","britannia","['fruit']","bun"
"face cream men","ace","['men']","face cream"
"mens face wash","ace","['mens']","face wash"
"himalaya under eye cream","eye","[]","under eye cream"
"badshah garam masala","ara","['badshah']","garam masala"
"buffalo milk curd",,"['buffalo']","milk curd"
"rat repellent spray","elle","['rat repellent']","spray"
"laxmi bhog atta","laxmi bhog","[]","atta"
"tide blue bar","tide","['blue']","bar"
"gift wrap paper",,"[]","wrap paper"
"water bottle 2l",,"['2l']","water bottle"
"psychology of money","one","[]","book"
"good night repellents","elle","[]","repellents"
"root touch up","oot","['root touch up']",
"kamasutra dotted condoms","dom","['dotted']","condoms"
"dolo 650 tablet","dolo","[]","tablet"
"whole wheat chapati",,"['whole wheat']","chapati"
"britannia multigrain bread","britannia","['multigrain']","bread"
"usb led light",,"[]","led light"
"gulab ground nut oil","gulab","['ground nut']","oil"
"mothers recipe papad","cip","[]","papad"
"choco pie pack","pac","['choco pie', 'pack']",
"whiskas cat dry food",,"[]","cat dry food"
"7up zero sugar","sugar","['zero', 'sugar']",
"birthday gift for men",,"['birthday gift', 'for men']",
"lakme tinted sunscreen","d sun","['tinted']","sunscreen"
"whole truth protein bar","pro","[]","protein bar"
"bounty gift pack","bounty","['gift pack']",
"miraggio sling bag","miraggio","[]","sling bag"
"hari moong dal","moon","['hari', 'moong']","dal"
"think skin body wash","skin","[]","body wash"
"cadbury chocolate silk","cadbury","['chocolate', 'silk']",
"kesh king conditioner","kesh king","[]","conditioner"
"aashirwad aata 5 kg",,"['5 kg']","aata"
"hp laptop charger","arg","[]","laptop charger"
"dry masala fish","asal","['dry', 'masala']","fish"
"olive oil for hair","air","['for hair', 'olive']","oil"
"sugar pop nail polish","sugar pop","[]","nail polish"
"white note book","hit","['white']","notebook"
"cream pot tub","cream pot","[]","tub"
"bose tws earbuds","bose","[]","earbuds"
"britannia chocolate cake","britannia","['chocolate']","cake"
"amul shrikhand elaichi","amul","['elaichi']","shrikhand"
"moi soi noodles","moi soi","[]","noodles"
"waterscience jet spray",,"[]","jet spray"
"desi ghee patanjali","anjali","[]","ghee"
"cloth wash soap","lot","[]","soap"
"haldiram's besan laddu","add","['besan']","laddu"
"protein bar max","pro","[]","protein bar"
"dabur lal tel","dabur","[]","tel"
"similac infant formula","ant","[]","infant formula"
"classic rich taste","classic","['rich', 'taste']",
"revive liquid stiffener","liquid","['liquid', 'stiffener']",
"good night gold flash","gold","['gold', 'flash']",
"gulab jamun pre-mix","gulab","['gulab jamun', 'pre-mix']",
"mustard oil 5ltr","star","['mustard', '5ltr']","oil"
"tropicana apple juice","apple","['apple']","juice"
"rishta dosa batter","rishta","[]","dosa batter"
"all out mosquito repellent","all out","[]","mosquito repellent"
"loyka almond brittle","almo","['almond', 'brittle']",
"iphone charger cable","arg","[]","charger cable"
"organic mustard oil","nic","['organic']","mustard oil"
"swiss beauty brush","bru","[]","brush"
"moong dal fry","moon","['moong dal']","fry"
"small gift bag",,"['small']","gift bag"
"boat airdopes 300","air","[]","airdopes"
"safal aloo tikki","saf","['aloo tikki']",
"rogan badam oil",,"['rogan']","badam oil"
"70% dark chocolate","ark","['70%', 'dark']","chocolate"
"himalaya fairness cream","air","['fairness']","cream"
"zepto cafe garlic bread","garlic","['garlic']","bread"
"gift for girlfriend",,"[]","gift"
"garnier men acno fight","garnier","['men', 'acno fight']",
"pampers l size","pampers","['l size']",
"daily life forever52","daily","[]",
"footwear for women","oot","['for women']","footwear"
"nestle a+ jaggery","nestle","['a+', 'jaggery']",
"nestle milkmaid tin","nestle","['tin']","milkmaid"
"type b charger","arg","['type b']","charger"
"parry's brown sugar","bro","['brown']","sugar"
"heat protect spray","ect","['heat protect']","spray"
"amul kesar milk","amul","['kesar']","milk"
"refined oil bottle","fine","['refined']","oil"
"veeba cheese dip","veeba","['cheese dip']",
"octane gel pen",,"[]","gel pen"
"lal mirch whole",,"['lal mirch', 'whole']",
"biryani rice 1 kg","ice","['1 kg']","biryani rice"
"daily good badam","daily","[]","badam"
"self watering plant","ant","['self watering']","plant"
"lacto calamine wipes","alamin","[]","wipes"
"mars eyebrow pencil","bro","[]","eyebrow pencil"
"brown nail polish","bro","['brown']","nail polish"
"idhayam sesame oil","esam","[]","sesame oil"
"man matters shampoo",,"[]","shampoo"
"milk slice bread","ice","[]","bread"
"feast ice cream","ice","['feast']","ice cream"
"ramdev hing powder","ramdev","[]","hing powder"
"2 litre water bottle","lit","['2 litre']","water bottle"
"creamy cat treat",,"['creamy']","cat treat"
"bisleri water 10l","bisleri","['10l']","water"
"milk mysore pak","mysore","['milk', 'mysore pak']",
"bikano soan papdi","ano","[]","soan papdi"
"nan pro excella","pro","[]",
"my fitness protein bar","pro","[]","protein bar"
"vitamin e oil","vitamin","['vitamin e']","oil"
"happy birthday decoration","appy","['happy', 'birthday', 'decoration']",
"modern kitchen chips","itch","[]","chips"
"zepto cafe dessert","esse","[]","dessert"
"sarson ka saag",,"[]","saag"
"streax shampoo colour","streax","['colour']","shampoo"
"slow churn tubs","slow churn","[]","tubs"
